"Registration #","Salesforce #",Name,Type,Venue,Denomination,Location,Missionary,"Created Date","Expiration Date",Puggles,Cubbies,Sparks,Flame,Torch,"Truth Seekers","Living God's Story",T&T,"Jr. Varsity",Trek,Journey,Descubrelo,"Building Healthy Families",Total,Leaders
TZ000336,1053043,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,40,40,30,0,0,0,0,0,0,0,0,110,8
TZ000337,1053044,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,42,33,32,0,0,0,0,0,0,0,0,107,8
TZ000338,1053045,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,33,25,30,0,0,0,0,0,0,0,0,88,7
TZ000339,1053046,"Kanisa la Pentecoste Tanzania","Leader based",Church,Pentecostal,Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,32,28,30,0,0,0,0,0,0,0,0,90,7
TZ000340,1053047,"Annoited Mission Church of Africa","Leader based",Church,Pentecostal,Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,45,41,40,0,0,0,0,0,0,0,0,126,10
TZ000341,1053048,"Anglican Church of Tanzania","Leader based",Church,Anglican,Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,120,101,100,0,0,0,0,0,0,0,0,321,15
TZ000342,1053049,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,36,34,24,0,0,0,0,0,0,0,0,94,6
TZ000343,1053050,"Pentecostal Holiness Mission","Leader based",Church,Pentecostal,Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,40,42,40,0,0,0,0,0,0,0,0,122,8
TZ000344,1053051,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:13 AM","Jan 2027",0,0,40,43,40,0,0,0,0,0,0,0,0,123,7
TZ000345,1053052,"Calvary Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,22,30,30,0,0,0,0,0,0,0,0,82,5
TZ000346,1053053,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:13 AM","Jan 2027",0,0,48,50,40,0,0,0,0,0,0,0,0,138,8
TZ000347,1053054,"Free Pentecoste Church of Tanzania","Leader based",Church,Pentecostal,Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,31,40,28,0,0,0,0,0,0,0,0,99,8
TZ000348,1053055,"REDEEMED ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,50,26,25,0,0,0,0,0,0,0,0,101,8
TZ000349,1053056,"REDEEMED ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,30,28,24,0,0,0,0,0,0,0,0,82,7
TZ000350,1053057,"Tanzania Assemblies of God Ndongosi","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,130,122,120,0,0,0,0,0,0,0,0,372,20
TZ000351,1053058,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Njombe,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,30,41,25,0,0,0,0,0,0,0,0,96,8
TZ000352,1053059,"Kanisa la Pentecoste Tanzania","Leader based",Church,Pentecostal,Njombe,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,55,26,25,0,0,0,0,0,0,0,0,106,10
TZ000353,1053060,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,52,50,48,0,0,0,0,0,0,0,0,150,11
TZ000355,1053062,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",IRINGA,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,62,60,52,0,0,0,0,0,0,0,0,174,15
TZ000356,1053063,"Free Pentecoste Church of Tanzania","Leader based",Church,Pentecostal,Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,60,46,35,0,0,0,0,0,0,0,0,141,8
TZ000357,1053064,"Annointed Mission Church of Africa","Leader based",Church,Pentecostal,Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,27,40,29,0,0,0,0,0,0,0,0,96,6
TZ000358,1053065,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Pwani,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,100,80,60,0,0,0,0,0,0,0,0,240,10
TZ000359,1053066,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Pwani,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,80,81,75,0,0,0,0,0,0,0,0,236,6
TZ000360,1053067,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,25,26,25,0,0,0,0,0,0,0,0,76,6
TZ000361,1053068,"Evangelistic Assemblies of God","Leader based",Church,"Assembly of God",Pwani,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,75,61,60,0,0,0,0,0,0,0,0,196,7
TZ000362,1053069,"REDEEMED ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Assembly of God",Songea,"Emmanuel Nkwamu","1/11/2018 12:27:14 AM","Jan 2027",0,0,46,51,40,0,0,0,0,0,0,0,0,137,10
TZ000363,1053465,"Tanzania Assemblies of God Mbugani","Leader based",Church,"Assembly of God",Tabora,"Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,70,60,57,0,0,0,0,0,0,0,0,187,5
TZ000364,1053673,"FOUR SQUARE CHURCH","Leader based","Refugee Camp","Four Square","KASULU KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,60,52,35,0,0,0,0,0,0,0,0,147,6
TZ000365,1053674,"JESUS CALLS CENTRE","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:06 AM","Jan 2027",0,0,30,28,27,0,0,0,0,0,0,0,0,85,4
TZ000366,1053675,"GROUPE MISAA","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:22 AM","Jan 2027",0,0,40,25,25,0,0,0,0,0,0,0,0,90,3
TZ000367,1053676,GARENGANZE,"Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,40,33,25,0,0,0,0,0,0,0,0,98,5
TZ000368,1053677,"FREE METHODIST SECT 1","Leader based","Refugee Camp",Methodist,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:06 AM","Jan 2027",0,0,50,45,30,0,0,0,0,0,0,0,0,125,7
TZ000369,1053678,"FREE METHODIST SECTOR II","Leader based","Refugee Camp",Methodist,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:06 AM","Jan 2027",0,0,45,50,50,0,0,0,0,0,0,0,0,145,5
TZ000370,1053679,"FREE METHODIST SECTOR III","Leader based","Refugee Camp",Methodist,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,33,33,35,0,0,0,0,0,0,0,0,101,4
TZ000371,1053680,"FREE METHODIST SECTOR IV","Leader based","Refugee Camp",Methodist,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:06 AM","Jan 2027",0,0,56,47,25,0,0,0,0,0,0,0,0,128,4
TZ000372,1053681,LUTHERAN,"Leader based","Refugee Camp",Lutheran,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:41 AM","Jan 2027",0,0,70,38,31,0,0,0,0,0,0,0,0,139,6
TZ000373,1053682,"LIVING WORD","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,55,61,50,0,0,0,0,0,0,0,0,166,5
TZ000374,1053683,"KANISA LA MITUME (APOSTOLIC CHURCH)","Leader based",Church,Apostolic,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:22 AM","Jan 2027",0,0,70,25,30,0,0,0,0,0,0,0,0,125,5
TZ000375,1053684,"PENTECOSTE EVANGELISTIC FELLOWSHIP","Leader based","Refugee Camp","Assembly of God","KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,43,45,35,0,0,0,0,0,0,0,0,123,5
TZ000376,1053685,"MENONITE CHURCH","Leader based","Refugee Camp",Menonite,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,36,37,17,0,0,0,0,0,0,0,0,90,7
TZ000377,1053686,"MENONITE CHURCH II","Leader based","Refugee Camp",Menonite,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,47,30,28,0,0,0,0,0,0,0,0,105,5
TZ000378,1053687,"NAIOTH GOSPEL ASSEMBLY","Leader based","Refugee Camp","Assembly of God","KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,75,62,80,0,0,0,0,0,0,0,0,217,8
TZ000379,1053688,"AGLISE DU SAINT/ ESIP","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:22 AM","Jan 2027",0,0,33,24,20,0,0,0,0,0,0,0,0,77,6
TZ000380,1053689,"EGLISE DU SAINT ESPIRIT KUSINI","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,60,40,31,0,0,0,0,0,0,0,0,131,5
TZ000381,1053690,"EVANGELISATIONS DU CHRIST AU MONDE/ ECMO","Leader based","Refugee Camp","Assembly of God","KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,47,35,38,0,0,0,0,0,0,0,0,120,6
TZ000382,1053691,"FREE PENTECOSTE CHURCH OF TANZANIA","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:22 AM","Jan 2027",0,0,30,30,33,0,0,0,0,0,0,0,0,93,3
TZ000383,1053692,"FREE PENTECOSTE CHURCH OF TANZANIA","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,45,33,30,0,0,0,0,0,0,0,0,108,4
TZ000384,1053693,"FREE PENTECOSTE CHURCH OF TANZANIA","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:22 AM","Jan 2027",0,0,34,52,24,0,0,0,0,0,0,0,0,110,6
TZ000385,1053694,"KANISA LA NEEMA (GRACE CHURCH)","Leader based","Refugee Camp",Evangelical,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,42,35,28,0,0,0,0,0,0,0,0,105,4
TZ000386,1053695,"GROUPE EVANGELIC MINISTRY","Leader based","Refugee Camp","Assembly of God","KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:41 AM","Jan 2027",0,0,50,38,24,0,0,0,0,0,0,0,0,112,4
TZ000387,1053696,"CHURCH OF CHRIST","Leader based","Refugee Camp","Church of Christ","KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,33,25,25,0,0,0,0,0,0,0,0,83,5
TZ000388,1053697,MESERDEJ,"Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:41 AM","Jan 2027",0,0,43,35,24,0,0,0,0,0,0,0,0,102,5
TZ000389,1053698,"GOSPEL ASSEMBLY CHURCH","Leader based","Refugee Camp","Assembly of God","KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,30,40,28,0,0,0,0,0,0,0,0,98,5
TZ000390,1053699,"MORAVIAN CHURCH","Leader based","Refugee Camp",Moravian,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,35,27,30,0,0,0,0,0,0,0,0,92,6
TZ000391,1053700,"PARABOLE CHURCH","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,32,20,18,0,0,0,0,0,0,0,0,70,5
TZ000392,1053701,"MANMIN HOLINESS CHURCH","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:06 AM","Jan 2027",0,0,37,24,20,0,0,0,0,0,0,0,0,81,6
TZ000393,1053702,"ASSOCIATION MINISTRIELLE BIBLIQUE","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:22 AM","Jan 2027",0,0,45,48,34,0,0,0,0,0,0,0,0,127,4
TZ000394,1053703,"NAIVERA CHURCH","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:22 AM","Jan 2027",0,0,50,42,50,0,0,0,0,0,0,0,0,142,6
TZ000395,1053704,"FEPAKO/ NZAMBE MALAMU","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,34,45,33,0,0,0,0,0,0,0,0,112,7
TZ000396,1053705,CEPAC,"Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,45,38,20,0,0,0,0,0,0,0,0,103,7
TZ000397,1053706,CEPAC,"Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,40,30,36,0,0,0,0,0,0,0,0,106,4
TZ000398,1053707,CEPAC,"Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:06 AM","Jan 2027",0,0,24,27,29,0,0,0,0,0,0,0,0,80,6
TZ000399,1053709,MAKERUBI,"Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,34,20,15,0,0,0,0,0,0,0,0,69,5
TZ000400,1053710,"COMMUNAUTE EGLISE LIBRE","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,57,50,37,0,0,0,0,0,0,0,0,144,7
TZ000401,1053712,"COMMUNAUTE EGLISE DE LA PAIX","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,23,14,10,0,0,0,0,0,0,0,0,47,5
TZ000402,1053713,MARANATHA,"Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:31 AM","Jan 2027",0,0,60,39,36,0,0,0,0,0,0,0,0,135,6
TZ000403,1053714,"FREE BAPTIST CHURCH (BAPTISTE HUREU)","Leader based","Refugee Camp",Baptist,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,51,75,42,0,0,0,0,0,0,0,0,168,3
TZ000404,1053715,"COMMUNAUTE EGLISE EVANGELIQUE DES AMIS","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:06 AM","Jan 2027",0,0,16,20,13,0,0,0,0,0,0,0,0,49,4
TZ000405,1053716,"CHRISTIAN SCIENCE","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,52,70,40,0,0,0,0,0,0,0,0,162,7
TZ000406,1053717,"PENTECOSTE ASSEMBLIES OF GOD IN AFRICA","Leader based","Refugee Camp","Assembly of God","KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,52,35,25,0,0,0,0,0,0,0,0,112,6
TZ000407,1053718,"VISION AUX ENFANTS DES GRANS LACS","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,50,36,40,0,0,0,0,0,0,0,0,126,8
TZ000408,1053719,"GROUP FOR BIBLE TEACHING","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:41 AM","Jan 2027",0,0,40,40,55,0,0,0,0,0,0,0,0,135,6
TZ000409,1053720,"GROUP FOR BIBLE TEACHING","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,100,72,51,0,0,0,0,0,0,0,0,223,6
TZ000410,1053721,"ANGLICANA CHURCH","Leader based","Refugee Camp",Anglican,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:27:42 AM","Jan 2027",0,0,35,29,25,0,0,0,0,0,0,0,0,89,6
TZ000411,1053722,"COMMINOTE DES EGLISE CHRETIEN","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:28:06 AM","Jan 2027",0,0,100,28,22,0,0,0,0,0,0,0,0,150,5
TZ000412,1053727,"GOD KING SOCIETY (GKS)","Leader based","Refugee Camp",Pentecostal,"KASULU - KIGOMA","Emmanuel Nkwamu","1/11/2018 12:32:06 AM","Jan 2027",0,0,50,47,30,0,0,0,0,0,0,0,0,127,4
TZ000413,1054051,"TANZANIA INTERNATIONAL FELLOWSHIP CHURCH","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,45,33,37,0,0,0,0,0,0,0,0,115,3
TZ000414,1054052,"KANISA LA BIBLIA","Leader based",Church,Evangelical,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,30,28,18,0,0,0,0,0,0,0,0,76,4
TZ000415,1054053,"PENTECOSTAL UNITY TANZANIA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,30,25,22,0,0,0,0,0,0,0,0,77,4
TZ000416,1054054,"PENTECOSTAL UNITY TANZANIA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,27,25,25,0,0,0,0,0,0,0,0,77,5
TZ000417,1054055,"PENTECOSTAL UNITY TANZANIA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,30,25,21,0,0,0,0,0,0,0,0,76,4
TZ000418,1054056,"PENTECOSTAL UNITY TANZANIA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,34,28,12,0,0,0,0,0,0,0,0,74,4
TZ000419,1054057,"PENTECOSTAL UNITY TANZANIA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,29,15,0,0,0,0,0,0,0,0,74,3
TZ000420,1054058,"FREE METHODIST CHURCH TANZANIA","Leader based",Church,Methodist,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,35,30,12,0,0,0,0,0,0,0,0,77,4
TZ000421,1054059,"FREE METHODIST CHURCH TANZANIA","Leader based",Church,Methodist,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,31,30,19,0,0,0,0,0,0,0,0,80,5
TZ000422,1054060,"FREE METHODIST CHURCH TANZANIA","Leader based",Church,Methodist,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,23,18,20,0,0,0,0,0,0,0,0,61,4
TZ000423,1054061,"FREE METHODIST CHURCH TANZANIA","Leader based",Church,Methodist,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,24,16,18,0,0,0,0,0,0,0,0,58,5
TZ000424,1054062,"TANZANIA ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,32,30,22,0,0,0,0,0,0,0,0,84,4
TZ000425,1054063,"TANZANIA ASSEMBLIES OF GOD","Leader based",Church,"Assembly of God",KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,32,22,23,0,0,0,0,0,0,0,0,77,6
TZ000426,1054064,"PENTECOSTE MOTO MOTO","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,37,27,22,0,0,0,0,0,0,0,0,86,6
TZ000427,1054065,"PENTECOSTE MOTO MOTO","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,26,22,18,0,0,0,0,0,0,0,0,66,3
TZ000428,1054066,"PENTECOSTE MOTO MOTO","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,23,12,12,0,0,0,0,0,0,0,0,47,3
TZ000429,1054067,"PENTECOSTE MOTO MOTO","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,21,25,22,0,0,0,0,0,0,0,0,68,6
TZ000430,1054068,"PENTECOSTE MOTO MOTO","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,26,17,17,0,0,0,0,0,0,0,0,60,4
TZ000431,1054069,"PENTECOSTE MOTO MOTO","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,21,16,18,0,0,0,0,0,0,0,0,55,5
TZ000432,1054070,"PENTECOSTE MOTO MOTO","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,30,19,30,0,0,0,0,0,0,0,0,79,4
TZ000433,1054071,"FRIENDS CHURCH","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,25,22,18,0,0,0,0,0,0,0,0,65,6
TZ000434,1054072,"ANGLICAN CHURCH OF TANZANIA","Leader based",Church,Anglican,KIGOMA,"Yohana Simkanga","1/11/2018 12:27:23 AM","Jan 2027",0,0,24,17,14,0,0,0,0,0,0,0,0,55,4
TZ000435,1054073,"THE LIVING GOSPEL WORLD MISSION","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,21,21,21,0,0,0,0,0,0,0,0,63,5
TZ000436,1054074,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,29,30,19,0,0,0,0,0,0,0,0,78,6
TZ000437,1054075,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:27:23 AM","Jan 2027",0,0,25,30,19,0,0,0,0,0,0,0,0,74,6
TZ000438,1054076,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,20,20,9,0,0,0,0,0,0,0,0,49,3
TZ000439,1054077,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:27:23 AM","Jan 2027",0,0,30,25,22,0,0,0,0,0,0,0,0,77,5
TZ000440,1054078,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,25,22,24,0,0,0,0,0,0,0,0,71,5
TZ000441,1054079,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,22,20,18,0,0,0,0,0,0,0,0,60,4
TZ000442,1054080,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,20,20,20,0,0,0,0,0,0,0,0,60,6
TZ000443,1054081,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:27:23 AM","Jan 2027",0,0,40,22,18,0,0,0,0,0,0,0,0,80,7
TZ000444,1054082,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,24,18,0,0,0,0,0,0,0,0,72,4
TZ000445,1054083,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,24,20,0,0,0,0,0,0,0,0,74,7
TZ000446,1054084,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,15,14,15,0,0,0,0,0,0,0,0,44,5
TZ000447,1054085,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Emmanuel Nkwamu","1/11/2018 12:27:23 AM","Jan 2027",0,0,18,15,17,0,0,0,0,0,0,0,0,50,5
TZ000448,1054086,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:28:00 AM","Jan 2027",0,0,30,17,14,0,0,0,0,0,0,0,0,61,6
TZ000449,1054087,"PENTECOSTE EVANGELISM FELLOWSHIP AFRICA","Leader based",Church,Pentecostal,KIGOMA,"Yohana Simkanga","1/11/2018 12:27:23 AM","Jan 2027",0,0,16,14,17,0,0,0,0,0,0,0,0,47,5
