"Registration #","Salesforce #",Name,Type,Venue,Denomination,Location,Missionary,"Created Date","Expiration Date",Puggles,Cubbies,Sparks,Flame,Torch,"Truth Seekers","Living God's Story",T&T,"Jr. Varsity",Trek,Journey,Descubrelo,"Building Healthy Families",Total,Leaders
TZ004342,1725562,"IFINGA PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:16:36 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,7
TZ004343,1725563,"NAMATUHI PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:21:23 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,6
TZ004344,1725564,"NAMANDITI PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:24:11 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,7
TZ004345,1725565,"HOJA PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:28:24 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,7
TZ004346,1725566,"MAKING'INDA PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:31:48 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,8
TZ004347,1725567,"JUHUDI PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:34:33 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,8
TZ004348,1725568,"RUHILA PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:37:33 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,7
TZ004349,1725569,"MSIENDEMBALI PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:41:26 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,7
TZ004350,1725570,"MLILAYOYO PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:44:09 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,8
TZ004351,1725571,"SOKOINE PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:46:40 AM","Jan 2027",0,0,0,0,0,450,0,0,0,0,0,0,0,450,6
TZ004352,1725572,"MKUZO PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:49:22 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,7
TZ004353,1725573,"MTIMBANJAYO PRIMARY SCHOOL","Leader based",School,"Primary School",RUVUMA,"Yohana Simkanga","3/17/2025 7:52:04 AM","Jan 2027",0,0,0,0,0,400,0,0,0,0,0,0,0,400,7
TZ004354,1725641,"FREE PENTECOSTAL CHURCH TANZANI","Leader based",Church,Pentecostal,HANDENI,"Emmanuel Nkwamu","3/18/2025 3:05:04 AM","Jan 2027",0,0,0,0,0,300,0,0,0,0,0,0,0,300,12
TZ004355,1725643,"FREE PENTECOSTAL CHURCH TANZANIA HANDENI","Leader based",Church,Pentecostal,HANDENI,"Emmanuel Nkwamu","3/18/2025 3:11:02 AM","Jan 2027",0,0,0,0,0,180,0,0,0,0,0,0,0,180,14
TZ004356,1725646,"PRESBYTERIAN CHURCH TANZANIA","Leader based",Church,Evangelical,HANDENI,"Emmanuel Nkwamu","3/18/2025 3:19:20 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,12
TZ004357,1725649,"KANISA LA KIINJIRI LA KILUTHERI TANZANIA  SINDENI","Leader based",Church,Lutheran,HANDENI,"Emmanuel Nkwamu","3/18/2025 3:25:52 AM","Jan 2027",0,0,0,0,0,190,0,0,0,0,0,0,0,190,10
TZ004358,1725650,"AICT MSOMERA","Leader based",Church,Evangelical,HANDENI,"Emmanuel Nkwamu","3/18/2025 3:31:00 AM","Jan 2027",0,0,0,0,0,250,0,0,0,0,0,0,0,250,15
TZ004359,1725651,"FREE PENTECOSTAL CHURCH TANZANIA HANDENI","Leader based",Church,Pentecostal,"KWENGUTO HANDENI","Emmanuel Nkwamu","3/18/2025 3:35:24 AM","Jan 2027",0,0,0,0,0,165,0,0,0,0,0,0,0,165,12
TZ004360,1725652,"BIBLE BAPTIST CHURCH","Leader based",Church,Baptist,MOROGORO,"Emmanuel Nkwamu","3/18/2025 3:43:21 AM","Jan 2027",0,0,0,0,0,28,0,0,0,0,0,0,0,28,6
TZ004361,1725653,"SALEM HOLY SPIRIT CHURCH","Leader based",Church,SALEM,SIMIYU,"David Silwimba","3/18/2025 7:50:47 AM","Jan 2027",0,0,0,0,0,85,0,0,0,0,0,0,0,85,2
TZ004362,1725654,FPCT,"Leader based",Church,Pentecostal,SIMIYU,"David Silwimba","3/18/2025 8:01:28 AM","Jan 2027",0,0,0,0,0,20,0,0,0,0,0,0,0,20,2
TZ004363,1725655,"FPCT NGIHAYA","Leader based",Church,Pentecostal,SIMIYU,"David Silwimba","3/18/2025 8:06:50 AM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,2
TZ004364,1725656,"ELISHADAI PENTECOSTAL CHURCH","Leader based",Church,Pentecostal,SIMIYU,"David Silwimba","3/18/2025 8:11:02 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,4
TZ004365,1725657,"AICT MWAJINELE","Leader based",Church,AICT,SIMIYU,"David Silwimba","3/18/2025 8:16:06 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,4
TZ004366,1725658,"REPENTANCE PENTECOSTAL MISSION OF TANZANIA","Leader based",Church,Pentecostal,SIMIYU,"David Silwimba","3/18/2025 8:19:33 AM","Jan 2027",0,0,0,0,0,58,0,0,0,0,0,0,0,58,3
TZ004367,1725659,"CAG KANANI MASWA","Leader based",Church,Pentecostal,SIMIYU,"David Silwimba","3/18/2025 8:31:29 AM","Jan 2027",0,0,0,0,0,150,0,0,0,0,0,0,0,150,6
TZ004368,1725660,"FPCT MASWA NGIHAYA","Leader based",Church,Pentecostal,SIMIYU,"David Silwimba","3/18/2025 8:39:55 AM","Jan 2027",0,0,0,0,0,35,0,0,0,0,0,0,0,35,3
TZ004369,1725697,"FREE PENTECOSTAL CHURCH TANZANIA HANDENI","Leader based",Church,Pentecostal,CHOGO,"Emmanuel Nkwamu","3/19/2025 4:36:57 AM","Jan 2027",0,0,0,0,0,145,0,0,0,0,0,0,0,145,4
TZ004370,1725698,"KANISA LA KIINJIRI LA KIRUTHEL  TANZANI","Leader based",Church,Evangelical,MKATA,"Emmanuel Nkwamu","3/19/2025 4:45:27 AM","Jan 2027",0,0,0,0,0,290,0,0,0,0,0,0,0,290,10
TZ004371,1725699,"KANISA LA KIINJIRI LA KIRUTHEL  TANZANI","Leader based",Church,Evangelical,MKATA,"Emmanuel Nkwamu","3/19/2025 4:47:06 AM","Jan 2027",0,0,0,0,0,290,0,0,0,0,0,0,0,290,10
TZ004372,1725700,"EVANGELICAL ASSEMBLIES OF GOD TANZANIA","Leader based",Church,"Evangelistic Assemblies of God","KWANJEGE TANGA","Emmanuel Nkwamu","3/19/2025 4:53:04 AM","Jan 2027",0,0,0,0,0,120,0,0,0,0,0,0,0,120,3
TZ004373,1725701,"TANZANIA ASSEMBLIES OF GOD","Leader based",Church,Assemblies,"MKATA MASHARIKI","Emmanuel Nkwamu","3/19/2025 4:56:37 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,3
TZ004374,1725703,"KANISA LA KIINJILI LA KIRUTHEL TANZANIA","Leader based",Church,Lutheran,KABUKU,"Emmanuel Nkwamu","3/19/2025 5:00:53 AM","Jan 2027",0,0,0,0,0,250,0,0,0,0,0,0,0,250,8
TZ004375,1725705,"FREE PENTECOSTAL CHURCH","Leader based",Church,Pentecostal,KOMKONGA,"Emmanuel Nkwamu","3/19/2025 5:04:19 AM","Jan 2027",0,0,0,0,0,140,0,0,0,0,0,0,0,140,5
TZ004376,1725707,"TANZANIA ASSEMBLIES OF GOD","Leader based",Church,Assemblies,"KWELIKWAZU TANGA","Emmanuel Nkwamu","3/19/2025 5:09:20 AM","Jan 2027",0,0,0,0,0,144,0,0,0,0,0,0,0,144,5
TZ004377,1725709,"MAXIMUM MIRACLE CENTRE","Leader based",Church,Pentecostal,SIMIYU,"David Silwimba","3/18/2025 7:39:43 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,2
TZ004378,1725710,"AICT SOLA","Leader based",Church,AICT,SIMIYU,"David Silwimba","3/18/2025 7:34:51 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,4
TZ004379,1725711,MORAVIAN,"Leader based",Church,Moravian,SIMIYU,"David Silwimba","3/18/2025 7:42:56 AM","Jan 2027",0,0,0,0,0,80,0,0,0,0,0,0,0,80,4
TZ004380,1729540,"TAG GOGO","Leader based",Church,"Assembly of God","Pwani Kisarawe","Emmanuel Nkwamu","6/5/2025 2:23:14 AM","Jan 2027",0,0,0,0,0,228,0,0,0,0,0,0,0,228,7
TZ004381,1729541,"PHM NTABA","Leader based",Church,Pentecostal,KATALA,"Yohana Simkanga","6/5/2025 2:36:00 AM","Jan 2027",0,0,0,0,0,35,0,0,0,0,0,0,0,35,6
TZ004382,1729542,"PENTECOSTAL HOLYNESS MISSION","Leader based",Church,Pentecostal,KALOBE,"Yohana Simkanga","6/5/2025 2:43:47 AM","Jan 2027",0,0,0,0,0,70,0,0,0,0,0,0,0,70,3
TZ004383,1729543,P.H.A.M.T,"Leader based",Church,Pentecostal,MBOZI,"Yohana Simkanga","6/5/2025 2:52:39 AM","Jan 2027",0,0,0,0,0,20,0,0,0,0,0,0,0,20,4
TZ004384,1729544,"PENTECOSTAL HOLINESS MISSION","Leader based",Church,Pentecostal,IPINDA,"Yohana Simkanga","6/5/2025 3:32:51 AM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,10
TZ004385,1729545,"FREE PENTECOSTAL CHURCH TANZANI","Leader based",Church,Pentecostal,INYALA,"Yohana Simkanga","6/5/2025 3:38:28 AM","Jan 2027",0,0,0,0,0,38,0,0,0,0,0,0,0,38,6
TZ004386,1731720,"RAGT KITUNDA KATI","Leader based",Church,Assemblies,"DAR ES SALAAM","David Silwimba","6/28/2025 3:08:37 PM","Jan 2027",0,0,0,0,0,80,0,0,0,0,0,0,0,80,5
TZ004387,1731721,"RAGT MBEZI MANYEMA","Leader based",Church,"Assembly of God","DAR ES SALAAM","David Silwimba","6/28/2025 3:42:05 PM","Jan 2027",0,0,0,0,0,80,0,0,0,0,0,0,0,80,5
TZ004388,1731722,"RAGT POTEA MAGENGENI","Leader based",Church,"Assembly of God","DAR ES SALAAM","David Silwimba","6/28/2025 3:47:48 PM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,3
TZ004389,1731723,"RAGT ULONGONI B","Leader based",Church,"Assembly of God","DAR ES SALAAM","David Silwimba","6/28/2025 3:52:46 PM","Jan 2027",0,0,0,0,0,60,0,0,0,0,0,0,0,60,4
TZ004390,1731724,"RAGT CHALINZE","Leader based",Church,"Assembly of God",PWANI,"David Silwimba","6/28/2025 3:57:53 PM","Jan 2027",0,0,0,0,0,30,0,0,0,0,0,0,0,30,2
TZ004391,1731725,"ANGLICAN KIBITI STUDENT CENTRE","Leader based",Church,Anglican,PWANI,"David Silwimba","6/28/2025 4:11:07 PM","Jan 2027",0,0,0,0,0,201,0,0,0,0,0,0,0,201,15
TZ004392,1731727,"ANGLICAN KIBITI","Leader based",Church,Anglican,PWANI,"David Silwimba","6/28/2025 4:15:06 PM","Jan 2027",0,0,0,0,0,50,0,0,0,0,0,0,0,50,4
TZ004393,1736610,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Evangelical,"Mkola - Chunya","Yohana Simkanga","8/25/2025 10:45:06 AM","Jan 2027",0,0,50,41,30,0,0,0,0,0,0,0,0,121,0
TZ004394,1736620,"Pentecoste Assemblies of God","Leader based",Church,Evangelical,"Makongolosi - Chunya","Yohana Simkanga","8/25/2025 10:59:46 AM","Jan 2027",0,0,27,37,42,0,0,0,0,0,0,0,0,106,0
TZ004395,1736624,"Pentecoste Assemblies of God Masanza","Leader based",Church,Pentecostal,Masanza,"Yohana Simkanga","8/25/2025 11:11:38 AM","Jan 2027",0,0,35,40,69,0,0,0,0,0,0,0,0,144,0
TZ004396,1736744,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,"Mkola - Chunya","Yohana Simkanga","8/26/2025 10:00:33 AM","Jan 2027",0,0,20,36,23,0,0,0,0,0,0,0,0,79,0
TZ004397,1736747,"Hidden Seed Blessed Church","Leader based",Church,Pentecostal,"Makongolosi - Chunya","Yohana Simkanga","8/26/2025 10:05:55 AM","Jan 2027",0,0,45,40,30,0,0,0,0,0,0,0,0,115,0
TZ004398,1736748,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,"Makongolosi - Chunya","Yohana Simkanga","8/26/2025 10:10:41 AM","Jan 2027",0,0,45,44,60,0,0,0,0,0,0,0,0,149,0
TZ004399,1736752,"Free Pentecoste Church of Tanzania -","Leader based",Church,Pentecostal,"Makongolosi - Chunya","Yohana Simkanga","8/26/2025 10:17:55 AM","Jan 2027",0,0,32,45,44,0,0,0,0,0,0,0,0,121,0
TZ004400,1736753,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,Chunya,"Yohana Simkanga","8/26/2025 10:23:38 AM","Jan 2027",0,0,65,12,32,0,0,0,0,0,0,0,0,109,0
TZ004401,1736754,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,"Malangamilo - Chunya","Yohana Simkanga","8/26/2025 10:28:26 AM","Jan 2027",0,0,40,32,40,0,0,0,0,0,0,0,0,112,0
TZ004402,1736757,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,"Matundas - Chunya","Yohana Simkanga","8/26/2025 10:34:40 AM","Jan 2027",0,0,50,30,40,0,0,0,0,0,0,0,0,120,0
TZ004403,1736760,"Pentecoste Stable","Leader based",Church,Pentecostal,"Makongolosi - Chunya","Yohana Simkanga","8/26/2025 10:39:12 AM","Jan 2027",0,0,31,42,19,0,0,0,0,0,0,0,0,92,0
TZ004404,1736761,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,"Makongolosi - Chunya","Yohana Simkanga","8/26/2025 10:43:01 AM","Jan 2027",0,0,19,20,35,0,0,0,0,0,0,0,0,74,0
TZ004405,1736762,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,"Stamiko - Chunya","Yohana Simkanga","8/26/2025 10:48:50 AM","Jan 2027",0,0,34,32,14,0,0,0,0,0,0,0,0,80,0
TZ004406,1736765,"Pentecoste Assemblies of God","Leader based",Church,Pentecostal,Chunya,"Yohana Simkanga","8/26/2025 10:53:40 AM","Jan 2027",0,0,27,42,28,0,0,0,0,0,0,0,0,97,4
TZ004407,1736767,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,"Mkola Center","Yohana Simkanga","8/26/2025 10:57:32 AM","Jan 2027",0,0,65,28,33,0,0,0,0,0,0,0,0,126,3
TZ004408,1736870,"Pentecost Holiness Association Mission Tanzania","Leader based",Church,Pentecostal,"Itepula - Mbozi","Yohana Simkanga","8/27/2025 5:32:13 AM","Jan 2027",0,0,37,54,56,0,0,0,0,0,0,0,0,147,3
TZ004409,1736871,"Church Of God in Tanzania","Leader based",Church,Pentecostal,"Itepula - Mbozi","Yohana Simkanga","8/27/2025 5:36:59 AM","Jan 2027",0,0,40,30,56,0,0,0,0,0,0,0,0,126,4
TZ004410,1736872,"Pentecost Holiness Mission Tanzania","Leader based",Church,Pentecostal,"Itepula - Mbozi","Yohana Simkanga","8/27/2025 5:40:55 AM","Jan 2027",0,0,20,43,50,0,0,0,0,0,0,0,0,113,2
TZ004411,1736873,"Pentecost Holiness Mission Tanzania","Leader based",Church,Pentecostal,"Igamba - Mbozi","Yohana Simkanga","8/27/2025 5:45:31 AM","Jan 2027",0,0,33,45,40,0,0,0,0,0,0,0,0,118,3
TZ004412,1736874,"Last Church of Tanzania","Leader based",Church,Evangelical,"Itepula - Mbozi","Yohana Simkanga","8/27/2025 5:50:14 AM","Jan 2027",0,0,20,56,30,0,0,0,0,0,0,0,0,106,4
TZ004413,1736875,"Evangelistic Assemblies Of God Tanzana","Leader based",Church,Pentecostal,"Itepula - Mbozi","Yohana Simkanga","8/27/2025 6:23:25 AM","Jan 2027",0,0,50,30,40,0,0,0,0,0,0,0,0,120,4
TZ004414,1736876,"Tanzania Assemblies","Leader based",Church,Pentecostal,"Itepula - Mbozi","Yohana Simkanga","8/27/2025 6:30:31 AM","Jan 2027",0,0,34,43,20,0,0,0,0,0,0,0,0,97,2
TZ004415,1736877,"FREE PENTECOSTE CHURCH TANZANIA","Leader based",Church,Pentecostal,"Itepula - Mbozi","Yohana Simkanga","8/27/2025 6:36:06 AM","Jan 2027",0,0,20,32,43,0,0,0,0,0,0,0,0,95,1
TZ004416,1736879,"Evangelistic Assemblies Of God Tanzana","Leader based",Church,Pentecostal,"Itaka - Mbozi","Yohana Simkanga","8/27/2025 6:40:51 AM","Jan 2027",0,0,40,32,50,0,0,0,0,0,0,0,0,122,3
TZ004417,1736880,"Pentecost Holiness Association Mission Tanzania","Leader based",Church,Pentecostal,"Itaka - Mbozi","Yohana Simkanga","8/27/2025 6:45:26 AM","Jan 2027",0,0,40,43,35,0,0,0,0,0,0,0,0,118,3
TZ004418,1736882,"Pentecost Holiness Association Mission Tanzania","Leader based",Church,Pentecostal,"Mzumanzi - Mbozi","Yohana Simkanga","8/27/2025 6:48:55 AM","Jan 2027",0,0,20,20,30,0,0,0,0,0,0,0,0,70,2
TZ004419,1738315,"AFRICA INLAND CHURCH TANZANIA","Leader based",Church,Assemblies,MISUNGWI,"David Silwimba","9/8/2025 5:28:36 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,4
TZ004420,1738318,"AICT TZ0976","Leader based","Youth Center","AFRICAN INLAND CHURCH",MISUNGWI,"David Silwimba","9/8/2025 6:34:55 AM","Jan 2027",0,0,0,0,0,500,0,0,0,0,0,0,0,500,40
TZ004421,1738319,"AGCCI KILIMA WEST","Leader based",Church,AGGCI,MISUNGWI,"David Silwimba","9/8/2025 6:49:33 AM","Jan 2027",0,0,0,0,0,420,0,0,0,0,0,0,0,420,4
TZ004422,1738320,"AGGCI KILIMANI WEST TZ0683","Leader based","Youth Center",AGGCI,USAGARA,"David Silwimba","9/8/2025 6:55:45 AM","Jan 2027",0,0,0,0,0,228,0,0,0,0,0,0,0,228,5
TZ004423,1738322,"TANZANIA ASSEMBLIES OF GOD","Leader based",Church,TAG,NYEGEZI,"David Silwimba","9/8/2025 7:06:33 AM","Jan 2027",0,0,0,0,0,210,0,0,0,0,0,0,0,210,10
TZ004424,1738323,"TANZANIA ASSEMBLIES  BMCC  TZ0145","Leader based","Youth Center",TAG,NYEGEZI,"David Silwimba","9/8/2025 7:11:42 AM","Jan 2027",0,0,0,0,0,210,0,0,0,0,0,0,0,210,8
TZ004425,1738324,"TANZANIA ASSEMBLIES OF GOD BMCC TZ0145","Leader based",Church,Assemblies,NYAMAGANA,"David Silwimba","9/8/2025 7:17:33 AM","Jan 2027",0,0,0,0,0,300,0,0,0,0,0,0,0,300,12
TZ004426,1738325,"TANZANIA ASSEMBLIES OF IGOGO   TZ0137","Leader based","Youth Center",TAG,MWANZA,"David Silwimba","9/8/2025 7:30:38 AM","Jan 2027",0,0,0,0,0,290,0,0,0,0,0,0,0,290,10
TZ004427,1738327,"EVANGELICAL LUTHERAN CHURCH TANZANIA","Leader based",Church,Lutheran,MISUNGWI,"David Silwimba","9/8/2025 7:38:58 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,5
TZ004428,1738328,"EVANGELICAL LUTHERAN TZ 254","Leader based","Youth Center",Lutheran,MISUNGWI,"David Silwimba","9/8/2025 7:43:49 AM","Jan 2027",0,0,0,0,0,211,0,0,0,0,0,0,0,211,6
TZ004429,1738329,"EVANGELICAL ASSEMBLIES OF GOD TANZANIA","Leader based",Church,Assemblies,MISUNGWI,"David Silwimba","9/8/2025 7:53:03 AM","Jan 2027",0,0,0,0,0,452,0,0,0,0,0,0,0,452,9
TZ004430,1738428,"EVANGELICAL ASSEMBLIES OF GOD TANZANIA UFUFUO MBELA TZ0677","Leader based","Youth Center",Pentecostal,MISUNGWI,"David Silwimba","9/9/2025 4:58:29 AM","Jan 2027",0,0,0,0,0,425,0,0,0,0,0,0,0,425,9
TZ004431,1738430,"EVANGELICAL LUTHERAN CHURCH TANZANIA","Leader based",Church,Lutheran,NYAMAGANA,"David Silwimba","9/9/2025 5:04:41 AM","Jan 2027",0,0,0,0,0,140,0,0,0,0,0,0,0,140,6
TZ004432,1738434,"EVANGELICAL LUTHELAN CHURCH TANZANIA BUGANDO TZ235","Leader based","Youth Center",Lutheran,NYAMAGANA,"David Silwimba","9/9/2025 5:22:48 AM","Jan 2027",0,0,0,0,0,120,0,0,0,0,0,0,0,120,5
TZ004433,1738437,"AFRIKA INLAND CHURCH TANZANIA","Leader based",Church,Pentecostal,MISUNGW,"David Silwimba","9/9/2025 5:28:24 AM","Jan 2027",0,0,0,0,0,398,0,0,0,0,0,0,0,398,9
TZ004434,1738439,"AFRIKA INLAND CHURCH TANZANIA KIJIMA TZ975","Leader based","Youth Center",AICT,"KIJIMA MISUNGWI","David Silwimba","9/9/2025 5:35:40 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,7
TZ004435,1738441,"AFRIKA INLAND CHURCH ISESA BUDAGA USAGARA","Leader based",Church,AICT,MISUNGWI,"David Silwimba","9/9/2025 5:50:28 AM","Jan 2027",0,0,0,0,0,250,0,0,0,0,0,0,0,250,6
TZ004436,1738444,"AICT USAGARA TZ 0974","Leader based","Youth Center",AICT,USAGARA,"David Silwimba","9/9/2025 6:09:29 AM","Jan 2027",0,0,0,0,0,217,0,0,0,0,0,0,0,217,4
TZ004437,1738445,"AFRICAN INLAND CHURCH TANZANIA BUHONGWA","Leader based",Church,AICT,"BUHONGWA  NYAMAGANA","David Silwimba","9/9/2025 6:28:29 AM","Jan 2027",0,0,0,0,0,300,0,0,0,0,0,0,0,300,8
TZ004438,1738446,"AICT BUHONGWA TZ0967","Leader based","Youth Center",AICT,NYAMAGANA,"David Silwimba","9/9/2025 6:33:14 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,6
TZ004439,1738447,"EVANGELICAL ASSEMBLIES OF GOD TANZANIA NDINGA","Leader based",Church,Assemblies,"NDINGA MISUNGWI","David Silwimba","9/9/2025 6:40:36 AM","Jan 2027",0,0,0,0,0,250,0,0,0,0,0,0,0,250,9
TZ004440,1738449,"EVANGELICAL ASSEMBLIES OF GOD TANZANIA TZ676","Leader based","Youth Center",Assemblies,"M ISUNGWI","David Silwimba","9/9/2025 6:45:37 AM","Jan 2027",0,0,0,0,0,280,0,0,0,0,0,0,0,280,6
TZ004441,1738451,"AFRICAN INLAND CHURCH TANZANIA MISASI","Leader based",Church,AICT,MISASI,"David Silwimba","9/9/2025 6:52:35 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,10
TZ004442,1738454,"AFRICAN INLAND CHURCH TANZANIA MISASI TZ0970","Leader based","Youth Center",AICT,"MISASI C","David Silwimba","9/9/2025 7:04:06 AM","Jan 2027",0,0,0,0,0,315,0,0,0,0,0,0,0,315,7
TZ004443,1738778,"TANZANIA ASSEMBLIES OF GOD SAREPTA","Leader based",Church,Assemblies,"SAREPTA DAR ES SALAAM","Emmanuel Nkwamu","9/11/2025 1:36:59 AM","Jan 2027",0,0,0,0,0,25,0,0,0,0,0,0,0,25,1
TZ004444,1738779,"NAIOTH ASSEMBLIES","Leader based",Church,Pentecostal,"KILAKALA YOMBO","Emmanuel Nkwamu","9/11/2025 1:42:21 AM","Jan 2027",0,0,0,0,0,40,0,0,0,0,0,0,0,40,2
TZ004445,1738781,"NAIOTH GOSPEL ASSEMBLIES","Leader based",Church,Pentecostal,"KISUKURU DAR ES SALAAM","Emmanuel Nkwamu","9/11/2025 1:57:09 AM","Jan 2027",0,0,0,0,0,20,0,0,0,0,0,0,0,20,2
TZ004446,1738782,"TANZANIA ASSEMBLIES OF GOD","Leader based",Church,Pentecostal,"DAR ES SALAAM","Emmanuel Nkwamu","9/11/2025 2:05:07 AM","Jan 2027",0,0,0,0,0,120,0,0,0,0,0,0,0,120,9
TZ004447,1738783,"CALVARY ASSEMBLIES OF GOD","Leader based",Church,Pentecostal,"TEMEKE DAR ES SALAAM","Emmanuel Nkwamu","9/11/2025 2:14:38 AM","Jan 2027",0,0,0,0,0,150,0,0,0,0,0,0,0,150,5
TZ004448,1738784,"CALVARY ASSEMBLIES OF GOD","Leader based",Church,Pentecostal,"PWANI BAGAMOYO","Emmanuel Nkwamu","9/11/2025 2:22:46 AM","Jan 2027",0,0,0,0,0,40,0,0,0,0,0,0,0,40,4
TZ004449,1738785,"SALOME MBOGOMA DAY CARE","Leader based",School,School,"KINONDONI DAR ES SALAAM","Emmanuel Nkwamu","9/11/2025 2:28:12 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,3
TZ004450,1738786,"JOHNSONY DAY CARE","Leader based",School,School,"DAR ES SALAAM","Emmanuel Nkwamu","9/11/2025 2:32:56 AM","Jan 2027",0,0,0,0,0,200,0,0,0,0,0,0,0,200,5
TZ004451,1738787,"NAIOTH GOSPEL ASSEMBLY EXTERNAL","Leader based",Church,Pentecostal,"MABIBO DAR ES SALAAM","Emmanuel Nkwamu","9/11/2025 2:51:27 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,4
TZ004452,1738788,"NGA GLOBAL MISSION CENTER","Leader based",Church,Pentecostal,"DAR ES SALAAM","Emmanuel Nkwamu","9/11/2025 2:55:17 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,10
TZ004453,1738789,"NAIOTH GOSPEL ASSEMBLY PUGU KINYAMWEZI","Leader based",Church,Pentecostal,"PUGU KINYAMWEZI","Emmanuel Nkwamu","9/11/2025 3:01:06 AM","Jan 2027",0,0,0,0,0,150,0,0,0,0,0,0,0,150,6
TZ004454,1738790,"NAIOTH GOSPEL ASSEMBLY","Leader based",Church,Pentecostal,BUNJU,"Emmanuel Nkwamu","9/11/2025 3:05:04 AM","Jan 2027",0,0,0,0,0,100,0,0,0,0,0,0,0,100,3
TZ004455,1738791,N.G.A,"Leader based",Church,Pentecostal,KINGAZI,"Emmanuel Nkwamu","9/11/2025 3:10:05 AM","Jan 2027",0,0,0,0,0,25,0,0,0,0,0,0,0,25,1
TZ004456,1738792,"NAIOTH GOSPEL ASSEMBLY","Leader based",Church,Pentecostal,VINGUNGUTI,"Emmanuel Nkwamu","9/11/2025 3:14:27 AM","Jan 2027",0,0,0,0,0,40,0,0,0,0,0,0,0,40,2
TZ004457,1738793,"CALVARY ASSEMBLIES OF GOD","Leader based",Church,Pentecostal,MAJOHE,"Emmanuel Nkwamu","9/11/2025 3:19:08 AM","Jan 2027",0,0,0,0,0,150,0,0,0,0,0,0,0,150,10
